    1.200   1063.2    978.5     84.7   1147.9   1110.1   1193.8   1223.0
    1.210   1064.5    980.3     84.2   1148.6   1110.5   1193.6   1220.3
    1.220   1065.8    982.2     83.6   1149.3   1110.8   1193.3   1217.0
    1.230   1067.0    984.1     82.9   1149.9   1111.1   1193.0   1213.2
    1.240   1068.2    986.0     82.2   1150.4   1111.4   1192.6   1208.9
    1.250   1069.4    988.0     81.4   1150.8   1111.8   1192.3   1204.1
    1.260   1070.6    990.1     80.5   1151.1   1112.1   1191.9   1198.9
    1.270   1071.8    992.3     79.5   1151.3   1112.4   1191.4   1193.4
    1.280   1073.0    994.6     78.4   1151.3   1112.7   1191.0   1187.6
    1.290   1074.1    997.0     77.1   1151.2   1113.0   1190.5   1181.7
    1.300   1075.3    999.6     75.7   1151.0   1113.4   1190.1   1175.8
