   112161516 5     0.1004    0.0057    0.0008   -0.0001   -0.0003    0.0000    0.0000    0.0000    0.0000    0.0000
   113161316 5   -72.6535   -0.2305   -0.0069   -0.0003    0.0002  -72.6319   -0.2451   -0.0093   -0.0010   -0.0002
   113161416 5     0.1620    0.0001   -0.0003    0.0000    0.0002    0.0000    0.0000    0.0000    0.0000    0.0000
   113161516 5    -0.3419   -0.0137   -0.0020    0.0001    0.0004    0.0000    0.0000    0.0000    0.0000    0.0000
   114161416 5   -71.6680   -0.2441   -0.0090   -0.0006    0.0004  -71.7334   -0.2574   -0.0109   -0.0013   -0.0002
   114161516 5     0.2821    0.0118    0.0018    0.0000   -0.0004    0.0000    0.0000    0.0000    0.0000    0.0000
   115161516 5   -72.8418   -0.2835   -0.0148   -0.0016    0.0002  -72.6778   -0.2912   -0.0160   -0.0025   -0.0006
   112161216 6   -72.1655   -0.1437    0.0064    0.0029    0.0015  -72.1662   -0.1548    0.0050    0.0024    0.0008
   112161316 6     0.0139   -0.0006    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   112161416 6    -0.1607   -0.0108   -0.0018   -0.0004    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000
   112161516 6    -0.0414   -0.0032   -0.0005   -0.0002   -0.0001    0.0000    0.0000    0.0000    0.0000    0.0000
   113161316 6   -72.4594   -0.2260   -0.0065   -0.0003    0.0002  -72.6319   -0.2451   -0.0093   -0.0010   -0.0002
   113161416 6     0.0171    0.0007    0.0001    0.0000    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000
   113161516 6    -0.2467   -0.0179   -0.0028   -0.0007   -0.0001    0.0000    0.0000    0.0000    0.0000    0.0000
   114161416 6   -71.5868   -0.2400   -0.0085   -0.0006    0.0004  -71.7334   -0.2574   -0.0109   -0.0013   -0.0002
   114161516 6    -0.1659   -0.0120   -0.0018   -0.0006   -0.0002    0.0000    0.0000    0.0000    0.0000    0.0000
   115161516 6   -72.5374   -0.2771   -0.0141   -0.0021   -0.0002  -72.6778   -0.2912   -0.0160   -0.0025   -0.0006
   112161216 7   -72.3049   -0.1427    0.0067    0.0031    0.0016  -72.1662   -0.1548    0.0050    0.0024    0.0008
   112161316 7     0.0728   -0.0054   -0.0010   -0.0002    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000
   112161416 7    -0.3168   -0.0119   -0.0017   -0.0003    0.0002    0.0000    0.0000    0.0000    0.0000    0.0000
   113161316 7   -72.5149   -0.2289   -0.0070   -0.0003    0.0005  -72.6319   -0.2451   -0.0093   -0.0010   -0.0002
   113161416 7     0.3577    0.0113    0.0014    0.0005    0.0003    0.0000    0.0000    0.0000    0.0000    0.0000
   114161416 7   -72.1021   -0.2566   -0.0109   -0.0011    0.0004  -71.7334   -0.2574   -0.0109   -0.0013   -0.0002
   112161216 8   -72.1520   -0.1448    0.0058    0.0029    0.0019  -72.1662   -0.1548    0.0050    0.0024    0.0008
   112161316 8    -0.0684   -0.0040   -0.0007   -0.0002    0.0002    0.0000    0.0000    0.0000    0.0000    0.0000
   113161316 8   -72.6144   -0.2408   -0.0092   -0.0011    0.0007  -72.6319   -0.2451   -0.0093   -0.0010   -0.0002
   112161216 9   -73.1503   -0.1609    0.0036    0.0025    0.0028  -72.1662   -0.1548    0.0050    0.0024    0.0008
   9 0 0 0 0 0      .0
